transaction_amount,location,customer_id,transaction_time,device_type,is_fraud
4275.982642567138,79,187,11,mobile,0
255.16584831420778,45,751,8,desktop,0
1079.8063785060513,13,390,2,mobile,0
315.26042768165576,16,218,17,tablet,0
6364.4677022265405,86,108,3,tablet,0
3144.2454547821903,84,819,13,mobile,0
5086.198340955863,13,550,23,desktop,0
9075.757172787004,20,907,5,tablet,0
2493.6729992596006,66,948,14,tablet,0
4104.418847433261,99,349,16,tablet,0
7555.755834291944,47,788,23,desktop,0
2288.752856750733,19,522,4,mobile,0
770.7221183781011,45,26,5,desktop,0
2898.2247776847667,37,48,20,desktop,0
1613.0516512527902,54,859,4,tablet,0
9297.046825773388,6,370,18,desktop,0
8081.395675264605,14,14,13,tablet,0
6334.404161347724,4,612,3,desktop,0
8714.73444128699,86,187,4,desktop,0
8036.917096914245,55,524,10,mobile,0
1866.5140188014723,34,884,1,desktop,0
8925.697425901288,27,891,21,mobile,1
5393.883076914592,7,279,1,tablet,0
8074.594111485461,3,341,19,tablet,0
8961.016907935009,47,328,11,mobile,0
3180.716746243667,97,679,15,tablet,0
1101.40919335224,2,634,16,tablet,0
2280.123690256875,80,905,3,desktop,0
4271.650778473937,25,984,13,mobile,0
8180.329644459009,60,607,6,tablet,0
8607.445101980178,79,25,14,mobile,0
70.51435318137584,24,529,15,desktop,0
5107.96227847308,15,426,7,tablet,0
4174.692620484641,95,29,1,tablet,0
2221.8559968968316,14,956,18,mobile,0
1199.5338079694943,54,323,0,tablet,0
3376.814098864876,78,853,22,mobile,0
9429.154129421278,6,313,3,tablet,0
3232.7061172755316,78,584,23,desktop,0
5188.387426811918,81,270,20,desktop,0
7030.486569992883,18,762,21,mobile,0
3636.9323941905604,20,295,10,tablet,0
9717.849045126886,62,656,9,tablet,0
9624.51050212617,81,786,17,mobile,0
2518.571175957816,80,223,0,desktop,0
4972.9878104179625,40,75,16,desktop,0
3009.48221985788,39,102,15,desktop,0
2849.1201032802987,52,532,11,mobile,0
369.83258659797343,32,629,15,desktop,0
6096.033775464988,73,686,8,mobile,0
5027.287553265386,27,885,16,desktop,0
515.7360337486435,52,173,2,desktop,0
2787.185995901878,97,4,17,mobile,0
9082.75059378057,63,852,14,tablet,0
2396.379344779057,74,479,14,tablet,0
1449.8038260401397,63,660,15,tablet,0
4895.038150015353,17,395,19,desktop,0
9856.518890651896,49,626,0,desktop,0
2421.3106598434924,81,833,0,tablet,0
6721.68333851138,82,914,3,desktop,0
7616.434533671847,23,167,12,desktop,0
2377.1378023800044,98,300,3,tablet,0
7282.435269769984,72,993,22,mobile,0
3678.463544059813,13,118,7,tablet,0
6323.426000105202,23,512,12,tablet,0
6335.663577898186,57,612,23,mobile,0
5358.21106606351,62,786,7,desktop,0
903.8074107740287,54,175,13,tablet,0
8353.18965339679,20,159,0,tablet,0
3208.4798696523867,86,384,8,desktop,0
1865.9985854881425,52,227,23,desktop,0
408.7106404060844,23,935,0,mobile,0
5909.33853893923,35,38,6,desktop,0
6775.966054060982,67,463,19,tablet,0
166.86170144963367,34,431,12,desktop,0
5121.418489934511,33,710,14,desktop,0
2265.7312562041816,46,648,8,mobile,0
6452.082731304089,81,104,15,mobile,0
1744.4899236209094,45,982,16,tablet,0
6909.686443286557,19,193,8,tablet,0
3867.9667276590735,94,250,5,desktop,0
9367.363157378608,87,13,19,tablet,0
1376.0719205157866,15,567,11,tablet,0
3411.322444151535,78,856,15,desktop,0
1135.62173888465,66,597,20,desktop,0
9247.01148916735,39,621,14,desktop,0
8773.51619445643,18,555,6,mobile,0
2580.158335523841,70,388,9,mobile,0
6600.180476295756,59,71,3,desktop,0
8172.404779811957,32,956,23,mobile,0
5552.452915183024,21,780,2,mobile,0
5296.976132981709,40,571,17,mobile,0
2419.281056713616,92,973,0,tablet,0
931.9345752911862,27,438,12,desktop,0
8972.260363775315,2,44,21,desktop,0
9004.280153576141,97,272,17,tablet,0
6331.3814712754065,80,902,7,mobile,0
3390.958880695958,39,14,10,desktop,0
3492.746536551996,86,371,9,mobile,0
7259.830833023523,56,112,3,tablet,0
8971.205489265818,13,379,3,mobile,1
8870.977156226907,56,314,3,tablet,0
7798.975583030381,66,415,11,tablet,0
6420.674429896723,78,740,7,mobile,0
842.3155099854932,56,485,12,mobile,0
1617.125512232043,28,169,7,desktop,0
8985.643331082265,64,888,20,tablet,0
6064.684167536239,71,803,2,mobile,1
92.96131911467985,82,246,11,mobile,0
1015.613957117455,64,266,17,desktop,0
6635.35418931145,56,849,14,desktop,0
51.61077687834065,41,243,13,desktop,0
1608.919706123569,41,670,8,tablet,0
5487.7891598764945,4,300,4,desktop,0
6919.26008172924,57,951,14,tablet,0
6519.960633766503,30,327,7,desktop,0
2243.4688252961373,88,530,22,tablet,0
7122.0800342540115,84,595,2,desktop,0
2373.253625880504,46,847,11,tablet,0
3254.671581894518,56,743,4,desktop,0
7465.167559775124,31,342,8,desktop,0
6496.679357573099,88,765,19,mobile,0
8492.384881531285,7,679,2,tablet,0
6576.471310111133,90,554,22,mobile,0
5683.517724751381,77,249,7,tablet,0
937.6540035130967,54,760,20,mobile,0
3677.7903147912757,8,950,12,desktop,0
2652.7584744495725,55,380,7,mobile,0
2440.6524441474567,69,798,4,desktop,0
9730.132536969704,44,532,6,tablet,0
3931.584148942937,13,894,4,desktop,0
8920.573505215956,93,864,8,mobile,0
6311.755121346631,20,381,4,tablet,0
7948.3182241129425,78,42,7,mobile,0
5026.868293958816,32,345,11,desktop,0
5769.4619423789645,60,599,3,desktop,0
4925.68442049482,50,261,8,mobile,0
1953.234634992647,27,306,21,tablet,0
7224.798700499792,25,809,21,mobile,0
2808.442852046117,52,862,13,desktop,0
244.13534834810693,68,240,18,tablet,0
6455.077486775771,21,679,12,mobile,0
1771.9296833910823,18,313,2,desktop,0
9404.64538494479,39,731,3,tablet,0
9539.331841448871,15,441,0,mobile,0
9148.729037814264,53,933,21,tablet,1
3702.2168438541885,38,903,0,desktop,0
155.55070867214542,48,133,10,mobile,0
9283.257307314667,52,719,15,mobile,0
4282.413299024826,88,51,3,desktop,0
9666.581535617652,72,618,6,desktop,0
9636.23615091544,28,392,11,desktop,1
8530.241545218134,85,696,5,mobile,0
2945.194471803787,16,713,23,desktop,0
3851.5921882906505,16,523,19,mobile,0
8511.515578497052,35,766,8,mobile,0
3169.9031295576206,17,508,7,tablet,0
1695.7579741142388,73,662,13,desktop,0
5568.455823321043,99,354,14,desktop,0
9361.61158683365,52,867,20,tablet,0
6960.601936953055,93,973,21,mobile,0
5701.04163972356,82,395,4,mobile,0
972.6677612139146,12,956,14,mobile,0
6150.4572597649985,83,96,5,desktop,0
9900.548447192528,48,106,0,mobile,0
1401.7000683500037,22,655,19,tablet,0
5183.778193985004,49,678,8,mobile,0
8773.853346207627,52,513,3,desktop,0
7407.94540892429,79,558,1,desktop,1
6970.460394211685,1,242,5,mobile,0
7025.138355787106,66,856,1,mobile,0
3595.552021046332,64,939,2,desktop,0
2936.6248508006693,8,488,6,mobile,0
8093.802193629657,86,790,19,tablet,0
8101.3238333971285,25,515,16,desktop,0
8670.856113482458,66,654,8,mobile,0
9132.492285012157,73,898,21,mobile,0
5113.912646210517,73,61,8,mobile,0
5015.661430577309,77,416,18,tablet,0
7983.153494488784,70,294,4,desktop,0
6499.989343846873,94,737,5,tablet,0
7019.966805699776,79,302,17,mobile,0
7958.130901691575,51,170,0,tablet,0
8900.163412833845,53,646,16,mobile,0
3380.6135733585065,15,41,13,mobile,0
3756.4539434468,50,231,14,desktop,0
940.7254164688492,71,409,4,desktop,0
5783.223129820743,75,738,16,mobile,0
360.3867956936241,38,651,20,mobile,0
4656.514583306469,40,622,20,mobile,0
5426.903702441059,66,997,22,desktop,0
2866.1259800307157,39,297,22,desktop,1
5908.741772429538,74,455,10,mobile,0
305.9719991405552,17,57,9,desktop,0
374.44453930339495,7,942,16,mobile,0
8226.183006035923,39,635,0,tablet,0
3602.5462234712177,68,240,4,desktop,0
1271.4780660061958,35,598,15,mobile,0
5222.9103572879885,51,176,6,tablet,0
7700.165537433009,47,63,11,mobile,0
2158.994453940935,36,551,7,tablet,0
6229.281867714183,64,138,17,desktop,0
854.3893024726862,95,981,0,desktop,0
517.7655299649084,89,454,19,mobile,0
5314.014961049912,13,753,11,desktop,0
5406.810580979455,18,449,3,desktop,0
6374.661585080567,21,226,11,tablet,0
7261.187245892893,65,443,21,desktop,0
9758.544942545883,8,206,0,tablet,1
5163.487182663652,48,676,0,tablet,0
3230.2417729395183,85,27,2,tablet,0
7952.066761492268,43,457,20,desktop,0
2709.05168036948,53,695,11,mobile,0
4390.275235635655,85,710,21,mobile,0
785.4853570413173,27,991,20,desktop,0
254.48208341115964,19,849,12,tablet,0
9626.521498364573,23,949,12,desktop,0
8359.965225001546,50,107,20,mobile,0
6960.046086730886,51,444,8,tablet,0
4090.1204911982845,43,701,17,desktop,0
1733.769906388387,99,36,0,tablet,0
1565.2139896681895,51,597,5,tablet,0
2503.178738747789,69,155,22,mobile,0
5492.717420396499,41,169,23,tablet,0
7146.244631077923,72,796,4,desktop,0
6602.313569800595,11,272,3,tablet,0
2800.0590355624827,80,547,5,tablet,1
9548.697941351278,88,420,2,desktop,0
7379.231270040989,85,184,16,mobile,0
5543.986171061495,52,611,10,mobile,0
6117.595741597288,23,237,3,desktop,0
4196.581024215471,49,915,19,tablet,0
2478.0621640220734,38,509,0,desktop,0
3560.370813833965,47,441,3,desktop,0
7578.703258533227,72,981,22,desktop,0
144.92049280892894,7,122,2,mobile,0
1161.6103324286555,66,417,9,tablet,0
460.9804175755057,94,535,21,desktop,0
408.2472943873824,77,375,0,mobile,0
8554.750379526062,62,575,3,mobile,0
7036.874935940857,87,326,18,tablet,0
4742.264117044165,29,480,0,desktop,0
979.2437723493638,38,150,15,tablet,0
4916.667135293207,84,707,18,desktop,0
4735.244236034876,33,995,19,mobile,0
1732.8454972302418,29,592,20,mobile,0
4339.082640730492,79,490,21,tablet,0
3985.648839239337,23,827,17,desktop,0
6158.8851304241125,3,153,1,tablet,0
6351.30141502557,93,17,5,desktop,0
453.99479371067315,45,551,20,tablet,0
3746.7515336500855,8,845,0,mobile,0
6258.973297226649,86,348,18,tablet,0
5031.859449542297,29,459,4,desktop,0
8565.041922042034,2,202,1,tablet,0
6587.277622557831,50,423,0,desktop,0
1630.1813363872154,65,280,15,tablet,0
706.616905256898,20,422,20,desktop,0
6424.55036278495,52,600,1,desktop,0
266.0865941056765,85,993,3,desktop,0
5858.17003715336,37,465,2,tablet,0
9402.36218400815,72,953,22,tablet,0
5755.166304580914,27,812,16,mobile,0
3882.3110921390125,47,804,14,desktop,1
6433.238896205089,99,355,9,mobile,0
4583.070652024675,6,582,11,mobile,0
5456.622276370033,60,378,11,desktop,0
9414.706622956475,45,124,19,mobile,0
3861.6402753699417,44,80,6,tablet,0
9611.944447675318,83,557,9,mobile,1
9053.60106891868,18,988,4,tablet,0
1958.7155567581751,65,233,19,desktop,0
694.5436474507794,25,480,19,desktop,0
1008.6792357728891,27,154,10,desktop,0
183.20003468984572,7,907,1,mobile,0
945.3351645985281,44,692,23,desktop,0
6830.384727390152,29,409,15,desktop,0
712.8152959538296,95,31,11,tablet,0
3190.4373273073193,44,597,15,mobile,0
8448.908234383576,36,557,3,mobile,0
233.69608542252283,19,503,1,desktop,0
8144.870357406769,6,371,9,mobile,0
2819.2658929592258,25,323,12,desktop,0
1182.530111388941,31,332,22,tablet,0
6967.674916476142,9,243,18,mobile,0
6289.79952495206,84,552,14,mobile,0
8774.842663257003,74,430,22,tablet,0
7350.975366995054,37,182,0,mobile,0
8035.005822918101,27,809,16,desktop,0
2821.0636911404936,13,473,19,mobile,0
1775.2179982534485,41,376,3,mobile,0
7506.396901656943,66,81,19,tablet,0
8068.540557933373,85,550,8,tablet,0
9905.060914864733,97,868,5,desktop,0
4126.764151437354,24,420,2,mobile,0
3720.808839842039,44,467,21,mobile,0
7764.353194459226,98,428,1,tablet,0
3408.6945989899255,60,57,17,desktop,0
9307.642498710044,9,322,22,mobile,0
8584.269105678275,2,977,18,desktop,0
4290.5112797228085,56,542,6,mobile,0
7508.959806847182,30,495,2,tablet,0
7545.6741979727385,22,266,17,tablet,0
1032.1355644904902,75,227,19,tablet,0
9025.626513888987,81,829,19,tablet,0
5053.018472106123,13,959,18,tablet,0
8264.748203611309,71,804,8,tablet,0
3201.1759607050867,16,54,15,desktop,0
8955.336761733508,97,609,5,tablet,0
3892.6275856628968,45,961,20,desktop,0
109.3656771515033,65,978,11,tablet,0
9053.914382216217,11,4,5,mobile,0
913.7754811845494,70,439,12,mobile,0
3193.8170622665584,20,310,23,mobile,0
9500.669608540999,99,879,4,desktop,0
9506.120862228623,63,603,12,tablet,1
5734.805443344738,90,89,19,desktop,0
6318.7402844858225,12,320,6,tablet,0
4485.006774261219,62,375,11,mobile,0
2932.8145062089475,94,604,20,desktop,0
3287.3167891537896,92,501,3,tablet,1
6725.512042314307,91,662,4,desktop,0
7523.992919847363,42,234,15,desktop,0
7915.99885821476,83,921,3,mobile,0
7896.391809802744,69,337,7,mobile,0
912.969824383855,58,571,15,mobile,0
4944.7086267211125,5,185,7,mobile,0
576.5300414064262,27,438,16,mobile,0
5495.739294355031,28,556,13,tablet,0
4415.863483232397,26,180,11,tablet,0
8877.15412340024,91,76,2,mobile,1
3509.799210508235,49,656,19,mobile,0
1171.553097259631,21,613,1,mobile,0
1430.7738288463058,1,893,12,desktop,0
7615.344806543005,92,272,20,mobile,0
6182.562415099294,58,977,10,tablet,0
1012.1256385517796,79,55,23,tablet,0
841.9839543438593,55,701,11,desktop,0
7009.990345459741,81,863,17,tablet,0
728.5573006355711,26,847,8,mobile,0
8218.778732844272,84,77,6,desktop,0
7062.716029337806,25,296,5,desktop,0
814.4064576383557,77,219,23,tablet,0
849.292303137834,33,277,13,mobile,0
9866.409145433254,89,578,17,mobile,0
3743.333686765447,72,648,13,mobile,0
3707.050828521842,69,746,4,desktop,0
8128.182873007769,6,711,19,tablet,1
9472.538525261203,23,266,23,tablet,0
9860.024637164886,30,953,12,tablet,0
7534.028474404157,78,900,0,mobile,0
3763.2195957236268,54,43,11,desktop,0
835.923666269989,87,361,18,desktop,0
7771.6920123584405,11,228,9,tablet,0
5584.4840931083145,31,227,23,tablet,0
4242.795870460516,6,63,4,desktop,0
9063.637496562265,11,171,19,tablet,0
1112.8636255792073,77,963,5,desktop,0
4926.758417804301,12,762,11,desktop,0
114.52509402942327,66,850,20,tablet,0
4687.1377592992685,53,762,2,desktop,0
563.9764535426916,99,307,13,desktop,0
1189.0603447644512,36,750,20,tablet,0
1176.1449415242716,17,568,3,tablet,0
6492.453810858519,28,683,16,tablet,0
7460.702747774967,92,920,16,desktop,0
5834.104282206499,22,992,13,tablet,0
9621.763312196945,7,34,14,tablet,0
3749.330924657517,15,827,6,desktop,0
2857.8351507323255,96,642,3,desktop,0
8686.122682766414,11,130,16,tablet,0
2236.734789356007,24,394,5,tablet,0
9632.262171866672,67,151,10,desktop,0
122.5325924234736,30,655,11,desktop,1
9698.818388249683,70,630,14,mobile,0
432.55595959381054,66,716,11,desktop,0
8911.539993867013,61,384,10,desktop,0
5277.483389753912,78,747,16,mobile,0
9929.654996396885,41,17,7,tablet,0
738.8918507892532,82,594,11,mobile,0
5538.988989728807,51,14,8,desktop,0
9693.056053655371,44,81,10,mobile,0
5231.455343857318,95,207,2,mobile,0
6294.35698271449,13,204,6,mobile,0
6957.791141157187,90,379,20,mobile,0
4545.9561066129645,12,784,2,mobile,0
6275.95324276055,82,544,20,mobile,0
5843.558804919079,9,23,15,tablet,1
9011.6789468994,85,614,9,mobile,0
455.41835703423726,48,162,22,mobile,0
2810.350932732711,49,610,6,mobile,0
9504.16442928151,53,144,23,mobile,0
8902.747575125271,56,930,19,desktop,0
4557.111871104344,40,104,14,mobile,0
6201.705845417566,24,382,20,mobile,0
2774.5344486283457,98,455,20,mobile,0
1882.0234760778894,72,417,9,tablet,0
4637.5203509948815,33,324,11,mobile,0
3534.168928032502,23,171,17,desktop,0
5836.97746239687,77,576,22,tablet,0
778.2686350128834,54,756,22,desktop,0
9743.973681853999,53,583,8,tablet,0
9862.121234051549,49,274,8,tablet,0
6981.918978483432,78,452,3,mobile,0
5361.427567074859,78,881,4,mobile,0
3095.9666352469912,80,125,6,tablet,0
8138.1364020497795,49,383,6,mobile,0
6847.626994366239,60,317,10,mobile,0
1627.006776509568,90,843,9,tablet,0
9109.360917753931,90,107,10,tablet,0
8225.549891988767,65,660,23,desktop,0
9498.049333005949,32,907,23,tablet,0
7257.469364375212,79,463,17,desktop,0
6134.538544161963,21,430,11,desktop,0
4183.012119869898,18,704,15,mobile,0
9327.352105056778,94,337,3,mobile,0
8660.772831114584,60,738,16,tablet,0
453.14148239178786,13,754,16,tablet,0
264.6433779980228,24,496,20,desktop,0
3765.257205413618,30,972,22,desktop,0
8105.722754487547,2,362,4,mobile,0
9872.77401702013,83,796,12,tablet,0
1505.0184941441782,25,432,2,tablet,0
5941.713022806,50,675,22,tablet,0
3809.527675453584,14,520,16,tablet,0
9699.174063748218,6,859,10,mobile,0
8421.34711243395,76,406,0,mobile,0
8383.448718406667,84,377,17,desktop,0
4687.462904789908,87,152,16,mobile,0
4148.780203874314,30,322,8,desktop,0
2734.797312235132,30,607,19,mobile,0
564.6985910126202,38,214,6,mobile,1
8647.359040174277,58,576,4,tablet,0
8129.197190291646,94,65,15,desktop,0
9997.17701518802,41,893,6,desktop,0
9966.37173390198,94,270,12,desktop,0
5554.761624320672,57,537,12,mobile,0
7690.1051643899245,36,996,14,tablet,0
9447.712533094398,64,100,22,mobile,0
8496.624259383438,98,105,16,tablet,0
2474.233669330233,16,131,16,mobile,0
4505.990808965626,88,389,18,desktop,0
1292.4649920997983,78,321,9,mobile,0
9540.556221559966,90,438,1,desktop,0
6062.140169874349,72,19,13,tablet,0
2287.199412229124,14,225,22,desktop,0
6717.335143374162,31,618,2,desktop,0
6181.664276338501,66,566,6,desktop,0
3582.269017610372,68,990,10,desktop,1
1136.4623644040905,65,460,16,tablet,0
6716.060382732403,55,394,14,mobile,0
5203.556701337029,84,226,18,mobile,0
7723.411598964658,78,912,10,mobile,0
5202.114847618822,40,360,14,mobile,0
8521.962821685083,25,430,14,desktop,0
5519.516480906081,25,925,5,tablet,0
5609.818777382327,3,15,14,tablet,0
8766.659372980792,69,560,8,mobile,0
4035.425179257758,26,651,4,mobile,0
1341.0182692779567,40,546,18,tablet,0
288.7979804570764,38,932,23,tablet,0
7551.617419480516,38,414,4,desktop,1
6203.475203983293,68,355,21,tablet,0
7041.093601224136,7,457,12,tablet,0
2130.4286509275985,94,722,17,desktop,0
1364.5783843921108,30,531,19,desktop,0
146.4321120131514,19,999,16,desktop,0
3506.525000507163,35,196,14,tablet,0
5899.586950859476,33,838,13,tablet,0
3923.0482069522236,33,115,15,tablet,0
4375.311745315267,78,417,3,desktop,0
9041.682786242991,38,352,16,tablet,0
3483.2064147659803,10,976,19,tablet,0
5140.380902108948,57,75,13,desktop,0
7836.746474398689,28,662,17,mobile,0
3966.0312804303803,78,36,5,mobile,0
6221.244915578507,38,242,21,tablet,0
8623.774723758705,16,663,7,desktop,0
9495.256715952764,21,63,8,desktop,0
1471.5877358094504,92,666,23,tablet,0
9265.949663989782,97,509,0,tablet,0
4921.670814502302,6,188,12,mobile,0
2583.1856386012846,41,735,2,desktop,0
4591.898426626375,15,93,5,tablet,0
9800.345720279485,3,5,16,desktop,0
4926.688321834703,43,438,7,tablet,0
3288.1873512647944,47,166,5,mobile,0
6334.375142312941,99,446,15,tablet,0
2402.2160421631525,14,25,0,mobile,1
759.5574177585305,66,508,9,mobile,0
1289.6683393845817,29,98,17,tablet,0
1281.3303437387667,4,268,21,tablet,0
1519.8750324294313,26,662,13,mobile,0
1389.132899321452,12,393,23,desktop,0
6409.106573287343,2,764,4,desktop,0
1819.6189639070492,17,596,16,mobile,0
3457.3271659553084,35,285,13,mobile,0
8967.987310650213,10,684,17,tablet,0
4740.14244098846,86,733,3,tablet,0
6675.909827471751,43,109,19,mobile,0
1724.0263921450967,21,27,22,mobile,0
1923.697899067899,15,758,1,desktop,0
409.64529404852215,35,55,6,desktop,0
1690.1816956585733,85,977,6,desktop,0
2786.624799980554,85,133,6,mobile,0
1770.9278322831915,85,52,12,mobile,0
887.9366350367991,60,493,18,desktop,0
1207.2380751349076,44,765,21,desktop,0
4608.326901559225,96,781,5,tablet,0
2064.1308503395194,5,298,19,tablet,0
3643.3343406197064,73,399,16,mobile,0
5034.669291277714,18,591,17,tablet,0
6904.257891465024,21,18,23,mobile,0
394.0820862711483,72,818,0,mobile,0
7994.304578691517,98,770,22,mobile,0
6279.375994519587,74,855,12,desktop,0
818.5085604567702,51,619,18,tablet,0
8735.912662443665,41,909,15,tablet,0
9208.8031329176,24,964,9,tablet,0
611.7185205887827,24,559,12,tablet,0
2769.49960382389,96,246,9,desktop,0
8062.20659665082,97,503,13,tablet,0
7482.8486441462,38,89,8,tablet,0
1846.025672544417,44,203,20,desktop,0
2094.283884043766,57,946,10,tablet,0
3705.3505558110282,59,240,2,tablet,0
4845.7453289250225,34,490,7,desktop,0
6182.929460531429,75,780,11,desktop,0
3689.767482058154,95,13,2,desktop,0
4625.884626615346,82,649,6,desktop,0
7474.961910399432,23,315,13,mobile,0
367.7953457030884,86,685,6,desktop,0
2525.1170064958637,43,742,6,tablet,0
7133.7825092596395,82,198,13,tablet,0
8952.173170034306,40,243,11,tablet,0
5117.262743714546,47,507,0,tablet,0
5321.602739167891,41,43,4,mobile,0
1072.6129413864207,47,330,10,mobile,0
4474.676255867723,20,791,0,mobile,0
5326.640047283777,77,591,22,tablet,0
2425.462565843662,65,429,12,tablet,0
2693.1630662628604,68,791,23,desktop,0
3773.464346883122,24,744,22,desktop,0
201.69190657948596,36,613,16,tablet,0
3221.4695766662,45,162,2,desktop,0
2115.26862195845,2,656,9,desktop,0
3275.646024426969,28,959,18,tablet,0
1198.501556060693,26,621,6,mobile,0
8905.38228011821,23,435,19,tablet,0
5936.330943086932,79,233,2,tablet,0
6791.344089125751,36,111,21,desktop,0
7891.9232148347755,91,928,11,desktop,0
4984.923547091644,6,934,21,tablet,0
870.1159605861495,35,232,9,mobile,0
5371.528311643659,38,952,20,tablet,0
5868.82433909077,35,750,11,mobile,0
7454.6493023691155,74,709,14,mobile,0
4317.163802750564,94,273,5,tablet,0
1276.675447652842,53,598,18,tablet,0
2838.475282081446,38,807,4,tablet,0
3631.4598816899525,93,41,19,mobile,0
6459.526496074681,59,560,1,desktop,0
5708.21226838445,43,466,20,mobile,0
3561.6111622525646,4,924,18,mobile,0
9865.165972681005,5,77,18,mobile,0
6058.142418749515,68,690,3,desktop,0
2373.0306905682087,45,490,19,mobile,0
1018.722943731417,80,769,4,mobile,0
1529.438532704136,25,117,6,mobile,0
2460.331326116697,78,434,3,desktop,0
1607.653051222297,11,19,10,mobile,0
1866.4836734890064,29,994,22,desktop,0
2851.6665917697774,34,571,2,desktop,0
1734.5625793522536,86,196,4,tablet,0
8967.757480839626,14,619,19,tablet,0
803.2572228707604,24,451,14,tablet,0
5245.589384312976,59,425,20,desktop,0
4104.557873069625,39,394,17,tablet,0
9823.803790469156,26,284,15,tablet,0
1121.2769827783554,43,34,15,tablet,0
3979.1581348583704,36,295,9,desktop,0
9694.734862320413,39,251,0,mobile,0
8655.205751813908,61,638,22,tablet,0
8170.903637421849,16,339,10,tablet,0
2579.770367622353,59,618,16,tablet,1
1709.7049863132681,96,440,23,tablet,0
6686.763556024385,6,180,14,desktop,0
9293.83051528673,98,622,6,mobile,0
5568.072167246284,56,228,5,mobile,0
5716.555282009529,8,633,14,tablet,0
2800.5109575091815,94,619,14,mobile,0
7695.159838986177,27,643,6,tablet,0
